"","mean","lower_bound","upper_bound","left_tail_percentage"
"conf.int",5999.95,3166.30457838883,8833.59542161117,0.5349
"conf.int",2729.2,411.894591345417,5046.50540865458,0.5349
"conf.int",6626.6,2979.28997073558,10273.9100292644,0.5349
"conf.int",8308.65,2509.13334059761,14108.1666594024,0.5349
"conf.int",5017.85,-216.408788362475,10252.1087883625,0.5349
"conf.int",6551.6,3017.0806039229,10086.1193960771,0.5349
"conf.int",4051.2,1015.31795098875,7087.08204901125,0.5349
"conf.int",10910.05,6222.70996155879,15597.3900384412,0.5349
"conf.int",6279.45,3284.78159130451,9274.11840869549,0.5349
"conf.int",7459.75,2898.54688439808,12020.9531156019,0.5349
"conf.int",4220.35,2268.30841354981,6172.3915864502,0.5349
"conf.int",6720.95,4047.86842318377,9394.03157681623,0.5349
"conf.int",2876.1,1132.12894148063,4620.07105851937,0.5349
"conf.int",8067.4,2982.5423798855,13152.2576201145,0.5349
"conf.int",5689.6,2665.42686539656,8713.77313460344,0.5349
"conf.int",6871.3,3191.94020904134,10550.6597909587,0.5349
"conf.int",4749.6,2207.94209912617,7291.25790087383,0.5349
"conf.int",5499.35,2173.92048427378,8824.77951572622,0.5349
"conf.int",5099.4,1987.82293558831,8210.97706441169,0.5349
"conf.int",8074.3,3044.17192280457,13104.4280771954,0.5349
"conf.int",3093.8,1573.36718183294,4614.23281816706,0.5349
"conf.int",7835.8,3218.4796704665,12453.1203295335,0.5349
"conf.int",8338.35,3331.89972254617,13344.8002774538,0.5349
"conf.int",6431.15,3709.54756027311,9152.75243972689,0.5349
"conf.int",5431.65,2709.00906967512,8154.29093032488,0.5349
"conf.int",4441.5,2210.23712654128,6672.76287345872,0.5349
"conf.int",6799.7,2403.43453052776,11195.9654694722,0.5349
"conf.int",7562.9,3223.68504034468,11902.1149596553,0.5349
"conf.int",3787.7,1432.79368999668,6142.60631000332,0.5349
"conf.int",4679.3,2138.36246380446,7220.23753619554,0.5349
"conf.int",5544.75,1770.21743033822,9319.28256966178,0.5349
"conf.int",5357.4,2001.20964145538,8713.59035854462,0.5349
"conf.int",5092.3,3188.11518752103,6996.48481247897,0.5349
"conf.int",5329.05,1392.95120580444,9265.14879419556,0.5349
"conf.int",4872.3,1905.27736271373,7839.32263728627,0.5349
"conf.int",8674.75,4362.09405816266,12987.4059418373,0.5349
"conf.int",5909.7,2707.86486079328,9111.53513920672,0.5349
"conf.int",7361.55,2652.13729990539,12070.9627000946,0.5349
"conf.int",4477.95,2205.40031845896,6750.49968154104,0.5349
"conf.int",6100.35,3162.56837420667,9038.13162579333,0.5349
"conf.int",2907.25,1296.68471540802,4517.81528459198,0.5349
"conf.int",2980.75,1499.91766638576,4461.58233361424,0.5349
"conf.int",6181.8,3124.37259992307,9239.22740007693,0.5349
"conf.int",5824.85,2079.571697103,9570.12830289701,0.5349
"conf.int",7312.7,3980.58729563665,10644.8127043634,0.5349
"conf.int",6829.55,2826.32261738677,10832.7773826132,0.5349
"conf.int",7171.4,3667.98522669046,10674.8147733095,0.5349
"conf.int",4609.05,1672.78549135972,7545.31450864028,0.5349
"conf.int",5563.25,1931.07600645906,9195.42399354094,0.5349
"conf.int",7851.7,2428.99484734839,13274.4051526516,0.5349
"conf.int",4439.4,741.647805193104,8137.1521948069,0.5349
"conf.int",5103.4,1938.63502678151,8268.16497321849,0.5349
"conf.int",4368.95,1202.6862756549,7535.2137243451,0.5349
"conf.int",4760.6,2042.82574622788,7478.37425377212,0.5349
"conf.int",6867.6,3385.81700807026,10349.3829919297,0.5349
"conf.int",4266.6,1363.23901775774,7169.96098224226,0.5349
"conf.int",6601.4,3437.20196542993,9765.59803457007,0.5349
"conf.int",5885.45,2060.18809467675,9710.71190532325,0.5349
"conf.int",5210.55,3055.09913030108,7366.00086969892,0.5349
"conf.int",4476.2,1472.79295426863,7479.60704573137,0.5349
"conf.int",4994,2741.15237510638,7246.84762489362,0.5349
"conf.int",4567.4,1964.43893035419,7170.36106964581,0.5349
"conf.int",4437.85,1959.90254625375,6915.79745374626,0.5349
"conf.int",4009,1815.61335807382,6202.38664192618,0.5349
"conf.int",7010.8,2887.78157397199,11133.818426028,0.5349
"conf.int",3770.9,2006.6225044997,5535.1774955003,0.5349
"conf.int",4953.95,2167.02025489245,7740.87974510755,0.5349
"conf.int",6919.25,2110.39939123658,11728.1006087634,0.5349
"conf.int",7037.15,2388.33273680713,11685.9672631929,0.5349
"conf.int",6906.75,3434.81310538012,10378.6868946199,0.5349
"conf.int",5981.25,2666.812446299,9295.687553701,0.5349
"conf.int",4094.5,1530.16246662316,6658.83753337684,0.5349
"conf.int",5882.55,2940.69335499629,8824.40664500371,0.5349
"conf.int",4465.75,2812.80637567721,6118.69362432279,0.5349
"conf.int",4076.4,75.4768579402676,8077.32314205973,0.5349
"conf.int",7233.15,1514.06239948355,12952.2376005165,0.5349
"conf.int",3294,924.10266662381,5663.89733337619,0.5349
"conf.int",5119.65,1896.89750221338,8342.40249778662,0.5349
"conf.int",2781.5,1515.96692258936,4047.03307741064,0.5349
"conf.int",4877.5,1536.76204094506,8218.23795905494,0.5349
"conf.int",5030.35,2378.16861009733,7682.53138990267,0.5349
"conf.int",8982.65,4532.06182701776,13433.2381729822,0.5349
"conf.int",6051.6,3271.47427988311,8831.72572011689,0.5349
"conf.int",4386.7,1468.41558583441,7304.98441416559,0.5349
"conf.int",6870.25,2506.19982838248,11234.3001716175,0.5349
"conf.int",7041.5,3027.00456355771,11055.9954364423,0.5349
"conf.int",4694,2451.21286528182,6936.78713471818,0.5349
"conf.int",3800.1,1289.13777377095,6311.06222622905,0.5349
"conf.int",7543.45,3815.78462925929,11271.1153707407,0.5349
"conf.int",5248.8,1773.06835287704,8724.53164712297,0.5349
"conf.int",7353.55,3866.0563925574,10841.0436074426,0.5349
"conf.int",5038.3,2432.16169059687,7644.43830940313,0.5349
"conf.int",6261.05,2952.52382374104,9569.57617625896,0.5349
"conf.int",5005.5,2468.92606889263,7542.07393110737,0.5349
"conf.int",4836.4,1706.85023515758,7965.94976484242,0.5349
"conf.int",4651.75,2446.06277382901,6857.43722617099,0.5349
"conf.int",4142.6,2080.13361608346,6205.06638391654,0.5349
"conf.int",6388.6,2723.26595019489,10053.9340498051,0.5349
"conf.int",4684,1637.27436304924,7730.72563695076,0.5349
"conf.int",4146.95,1319.60726440349,6974.29273559651,0.5349
"conf.int",5763.1,2815.40714238985,8710.79285761015,0.5349
"conf.int",5358.75,1915.94792277913,8801.55207722087,0.5349
"conf.int",7948,3149.42888761472,12746.5711123853,0.5349
"conf.int",5942.35,2270.0304613578,9614.6695386422,0.5349
"conf.int",4681.95,1896.19009070979,7467.70990929021,0.5349
"conf.int",3518.6,101.982645141,6935.217354859,0.5349
"conf.int",3485.45,1108.52420687297,5862.37579312703,0.5349
"conf.int",5874.4,2129.81741492542,9618.98258507458,0.5349
"conf.int",7209.1,4086.94746894131,10331.2525310587,0.5349
"conf.int",4850.35,1121.0173207405,8579.68267925951,0.5349
"conf.int",6686.25,2895.78252238832,10476.7174776117,0.5349
"conf.int",5430.3,1707.18588468769,9153.41411531231,0.5349
"conf.int",4520.7,2506.04269210044,6535.35730789956,0.5349
"conf.int",9076,2875.36167169197,15276.638328308,0.5349
"conf.int",7117.3,2532.79788504876,11701.8021149512,0.5349
"conf.int",8069.75,2735.32004107448,13404.1799589255,0.5349
"conf.int",7269.65,3266.56440201875,11272.7355979812,0.5349
"conf.int",4299.05,2472.68581309304,6125.41418690696,0.5349
"conf.int",4091.8,1795.08250357425,6388.51749642575,0.5349
"conf.int",5226.45,1737.8200598821,8715.0799401179,0.5349
"conf.int",2649.6,1701.50569526478,3597.69430473522,0.5349
"conf.int",6130.25,2008.05470383584,10252.4452961642,0.5349
"conf.int",5914.25,2501.80571807015,9326.69428192985,0.5349
"conf.int",7351.75,3798.37899238351,10905.1210076165,0.5349
"conf.int",3939.55,2236.02748600134,5643.07251399866,0.5349
"conf.int",4726.05,2547.01106056238,6905.08893943762,0.5349
"conf.int",8562.95,4248.71665854163,12877.1833414584,0.5349
"conf.int",5257.35,2295.17371220836,8219.52628779164,0.5349
"conf.int",6088.65,2726.11872433378,9451.18127566621,0.5349
"conf.int",3110.65,1607.66237864709,4613.63762135291,0.5349
"conf.int",5430.4,2267.00653451444,8593.79346548556,0.5349
"conf.int",6017.2,2092.17324814252,9942.22675185748,0.5349
"conf.int",7172.7,2012.71351251119,12332.6864874888,0.5349
"conf.int",4783,2115.54750124273,7450.45249875727,0.5349
"conf.int",5849.85,2404.89661083482,9294.80338916518,0.5349
"conf.int",5034,2427.8900061046,7640.1099938954,0.5349
"conf.int",3686.05,1570.55567664715,5801.54432335285,0.5349
"conf.int",5651.5,1912.91213915477,9390.08786084523,0.5349
"conf.int",4696.05,1321.16757361765,8070.93242638235,0.5349
"conf.int",6692.25,3074.41912149072,10310.0808785093,0.5349
"conf.int",6911.65,3294.03095667512,10529.2690433249,0.5349
"conf.int",4600.15,2216.2152147199,6984.0847852801,0.5349
"conf.int",4780.25,2261.44149218018,7299.05850781982,0.5349
"conf.int",4639.4,2289.06443838839,6989.7355616116,0.5349
"conf.int",4272.9,1493.64451993886,7052.15548006114,0.5349
"conf.int",5362,1093.69432833922,9630.30567166078,0.5349
"conf.int",9423.15,4828.80115202089,14017.4988479791,0.5349
"conf.int",7299.5,3713.55973461953,10885.4402653805,0.5349
"conf.int",2634.85,1349.90033464926,3919.79966535074,0.5349
"conf.int",5892.05,3016.57646101498,8767.52353898502,0.5349
"conf.int",10294.3,3273.4555278952,17315.1444721048,0.5349
"conf.int",4379.3,1037.85667925897,7720.74332074103,0.5349
"conf.int",4659,2259.45974322087,7058.54025677913,0.5349
"conf.int",5685.35,2065.94966323108,9304.75033676892,0.5349
"conf.int",3640.75,1776.89880374779,5504.60119625221,0.5349
"conf.int",4602.7,2423.85155140862,6781.54844859138,0.5349
"conf.int",5645.65,1406.89440486893,9884.40559513107,0.5349
"conf.int",5525.35,3056.26579300077,7994.43420699924,0.5349
"conf.int",5483.15,2094.55059036811,8871.74940963189,0.5349
"conf.int",4015.2,1304.14552056443,6726.25447943557,0.5349
"conf.int",5237.2,2025.46155162507,8448.93844837493,0.5349
"conf.int",9141.95,4774.46519083966,13509.4348091603,0.5349
"conf.int",4811,2042.41669195415,7579.58330804585,0.5349
"conf.int",4938.5,2483.5022881771,7393.4977118229,0.5349
"conf.int",9805.7,3631.81698112726,15979.5830188727,0.5349
"conf.int",4679.55,2706.62538819464,6652.47461180536,0.5349
"conf.int",4385.55,1704.50713847948,7066.59286152052,0.5349
"conf.int",6732.6,2141.148590158,11324.051409842,0.5349
"conf.int",5816.8,2748.150195103,8885.449804897,0.5349
"conf.int",8918.4,3438.75242485812,14398.0475751419,0.5349
"conf.int",6701.55,2167.40618810806,11235.6938118919,0.5349
"conf.int",2332.55,1403.09580783404,3262.00419216596,0.5349
"conf.int",5717.75,1638.26195771652,9797.23804228348,0.5349
"conf.int",4536,1497.03750052882,7574.96249947118,0.5349
"conf.int",4722,1136.60295334583,8307.39704665417,0.5349
"conf.int",4428.8,2514.19064683513,6343.40935316487,0.5349
"conf.int",6884.7,2787.18466481045,10982.2153351896,0.5349
"conf.int",5480.35,1795.63465605601,9165.06534394399,0.5349
"conf.int",3385.6,881.917978081956,5889.28202191804,0.5349
"conf.int",4572.1,2301.02405948842,6843.17594051158,0.5349
"conf.int",4113.75,867.753216900854,7359.74678309915,0.5349
"conf.int",6814.95,1995.81116636094,11634.0888336391,0.5349
"conf.int",3376.25,1076.19571325676,5676.30428674324,0.5349
"conf.int",6205.75,2464.17661602274,9947.32338397727,0.5349
"conf.int",6550.95,3453.76045359251,9648.13954640749,0.5349
"conf.int",2861.85,1597.92198608571,4125.7780139143,0.5349
"conf.int",3861.45,1492.87464562114,6230.02535437885,0.5349
"conf.int",4134.85,1676.62303310614,6593.07696689386,0.5349
"conf.int",5117.8,1722.64586648595,8512.95413351405,0.5349
"conf.int",5223.6,2603.61590797719,7843.58409202281,0.5349
"conf.int",4440.5,1178.24697477763,7702.75302522237,0.5349
