"","mean","lower_bound","upper_bound","left_tail_percentage"
"conf.int",6433.04,3751.56856765886,9114.51143234114,0.5232
"conf.int",5799.62,3171.45067333634,8427.78932666366,0.5232
"conf.int",7101.42,4842.00731501936,9360.83268498064,0.5232
"conf.int",5573.1,3602.89245192653,7543.30754807347,0.5232
"conf.int",5519.42,3205.48859129532,7833.35140870468,0.5232
"conf.int",6154.6,4188.84504187077,8120.35495812923,0.5232
"conf.int",4761.22,3081.69459321201,6440.74540678799,0.5232
"conf.int",6433.46,3883.48541413845,8983.43458586155,0.5232
"conf.int",6833,4510.25366592638,9155.74633407362,0.5232
"conf.int",5399.38,3415.793164855,7382.966835145,0.5232
"conf.int",5243.42,3273.56005912971,7213.27994087029,0.5232
"conf.int",5912.12,3815.27837363652,8008.96162636348,0.5232
"conf.int",4809.42,3070.28532504319,6548.55467495681,0.5232
"conf.int",7027.12,4742.37647959775,9311.86352040225,0.5232
"conf.int",6126.34,3966.63797997098,8286.04202002902,0.5232
"conf.int",3508.08,2328.79950863809,4687.36049136191,0.5232
"conf.int",5545.72,3672.16886865277,7419.27113134723,0.5232
"conf.int",8185.48,5791.39825884311,10579.5617411569,0.5232
"conf.int",5566.6,3046.32933112989,8086.87066887011,0.5232
"conf.int",5365.74,3167.21220307084,7564.26779692916,0.5232
"conf.int",4772.5,3188.69934171302,6356.30065828698,0.5232
"conf.int",5445.28,3507.6322261116,7382.9277738884,0.5232
"conf.int",5409.28,3460.68706453681,7357.87293546319,0.5232
"conf.int",4466.24,3105.972146617,5826.507853383,0.5232
"conf.int",5347.36,3392.83032188931,7301.88967811069,0.5232
"conf.int",5704.78,3502.96427799955,7906.59572200045,0.5232
"conf.int",6024.24,3752.95480154696,8295.52519845304,0.5232
"conf.int",5009.96,3305.06532095582,6714.85467904418,0.5232
"conf.int",4947.92,3049.15813077808,6846.68186922192,0.5232
"conf.int",4405.26,2019.42170643826,6791.09829356174,0.5232
"conf.int",4798.46,2918.0444902069,6678.87550979311,0.5232
"conf.int",6451.96,4447.05399809973,8456.86600190027,0.5232
